StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,firm_resp_1,human_resp_1,firm_liable_1,human_liable_1,reason,comp_3,comp_1,comp_2,automation,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,label
2024-11-13 13:47:49,2024-11-13 13:53:50,0,152.37.142.3,100,360,1,2024-11-13 13:53:51,R_5YX1igH6FUTphQN,,,,,36.7407,-95.9272,anonymous,EN,1,66d76c50ae7ee05847ae48e5,2,5,80,90,80,90,"The company is partially responsible if their product was tested and deemed safe to operate a car, however i believe the human should always be paying attention in case of copilot negligence",1,2,4,5,2,,3,,48,4,,30,,,,Copilot
2024-11-13 13:48:25,2024-11-13 13:53:50,0,166.196.103.15,100,325,1,2024-11-13 13:53:51,R_3Q7qkx87ANpFcbf,,,,,39.9544,-75.1657,anonymous,EN,1,66c6a3c4e7d09c15312ee383,2,5,60,75,60,70,"I think if someone has a car with copilot they are expecting it to recognize stop signs and traffic signals for their own safety, while the person should still always be aware, I think it's fair for them to trust the autopilot system will work the way it should. I think both of them are at fault.",1,2,4,2,2,,3,,22,1,,45,,,,Copilot
2024-11-13 13:49:23,2024-11-13 13:53:51,0,76.187.152.78,100,268,1,2024-11-13 13:53:52,R_746sxSwqqOh9h1W,,,,,30.3703,-94.3257,anonymous,EN,1,5fe3f78843c57817126e10b2,2,5,0,100,0,100,"The human looked away from the road to check their phone so he was not paying the attention needed to avoid the accident ",1,1,4,3,2,,3,,42,1,,0,,,,Copilot
2024-11-13 13:51:11,2024-11-13 13:53:55,0,76.180.6.239,100,163,1,2024-11-13 13:53:56,R_7WS6Ua2upRzOQcu,,,,,42.537,-79.1577,anonymous,EN,1,5ee738a018d5a84caa7e0f2a,2,5,40,56,50,64,"I think they both have some reasons for the accident, but the driver is the most responsible.",1,2,4,4,1,,3,,22,4,,58,,,,Copilot
2024-11-13 13:50:32,2024-11-13 13:53:56,0,76.34.241.147,100,204,1,2024-11-13 13:53:57,R_7KroIucE827F2bW,,,,,41.4951,-81.4657,anonymous,EN,1,6107b4aa3c585fe9d8819e83,2,5,70,90,90,80,I think the company is liable because they most likely proposed that the copilot system was safe and accurate.,1,2,4,2,2,,3,,21,1,,81,,,,Copilot
2024-11-13 13:50:07,2024-11-13 13:53:56,0,68.201.19.50,100,229,1,2024-11-13 13:53:57,R_3e9AvVeGsyMvnui,,,,,33.9501,-98.4986,anonymous,EN,1,5e1643c3271305c216555087,2,5,50,90,90,90,"Technology fails all the time. It was mostly up to the human driver to pay attention to what was going on around them. ",2,2,4,5,2,,3,,34,4,,60,,,,Copilot
2024-11-13 13:48:49,2024-11-13 13:53:58,0,75.142.212.234,100,309,1,2024-11-13 13:53:59,R_61cKpnYGnf6L4oZ,,,,,34.0915,-118.1307,anonymous,EN,1,55cce6ea34e90600058d1e6d,2,5,1,99,1,99,"You (the researchers) have given me no information on Copilot. Thus, I am working on the assumption that Copilot is some sort of tool to be used by the human driver, and not an autonomous driving system. In such a case, the human driver is responsible for properly using the car and the car's tools. By abandoning the car controls to look at his phone, the human driver was negligent and liable for the accident.",1,2,4,2,2,,2,,35,4,,5,,,,Copilot
2024-11-13 13:49:44,2024-11-13 13:54:00,0,47.223.178.176,100,255,1,2024-11-13 13:54:01,R_3zbZwc1DRy8wWQr,,,,,32.1896,-95.8443,anonymous,EN,1,66da485197e5e3029b65ec3b,2,5,0,100,0,100,The human should have been paying attention because machines can have flaws.,1,3,4,6,1,,3,,52,3,,30,,,,Autopilot
2024-11-13 13:49:29,2024-11-13 13:54:04,0,71.211.186.74,100,275,1,2024-11-13 13:54:04,R_5aQHdPRCklMgmyt,,,,,39.5987,-104.7515,anonymous,EN,1,5b06efd1732c5d000154de23,2,5,100,100,80,85,Aeon's autopilot is primarily responsible for the accident because it didn't recognize the stop sign and stop it should have been manufactured to complete this basic task.  The human driver is also liable because he was not paying attention and did not override the autopilot to stop at the stop sign (was busy looking at his phone).,1,2,4,6,2,,3,,53,4,,15,,,,Autopilot
2024-11-13 13:50:22,2024-11-13 13:54:06,0,100.19.51.35,100,223,1,2024-11-13 13:54:07,R_5MilCQdXJsHBY5g,,,,,39.9834,-75.8252,anonymous,EN,1,5ecaa9b289161d043d541b6c,2,5,80,65,85,65,"Aeon is more liable because the customer has a reasonable reason to assume that he can briefly look away from the road as long as he is using the car's autopilot feature, which is supposed to be safe.",1,2,4,4,2,,3,,23,3,,65,,,,Copilot
2024-11-13 13:47:56,2024-11-13 13:54:10,0,174.105.249.26,100,374,1,2024-11-13 13:54:10,R_53X2vwCexvdO8c3,,,,,40.0818,-82.9665,anonymous,EN,1,66fc85cc33f3d3aac1bb4b5b,2,5,0,80,20,100,"Even if the man has the copilot on to make driving easier, he is still operating the vehicle, and holds responsibility for what happens.",1,2,4,3,2,,3,,52,4,,35,,,,Copilot
2024-11-13 13:48:46,2024-11-13 13:54:12,0,173.49.128.165,100,325,1,2024-11-13 13:54:12,R_7PRZFOOONX0Kvlk,,,,,39.7007,-75.7419,anonymous,EN,1,64412c367c6a0144acd0785c,2,5,67,71,58,100,"The human driver is more liable for the accident because autopilot is something that a human should be monitoring if something goes wrong. If a pilot is responsible for the plane while autopilot is on, the same should go for someone driving a car on autopilot.",1,1,4,3,4,non binary,3,,30,4,,30,,,,Autopilot
2024-11-13 13:51:26,2024-11-13 13:54:20,0,65.31.190.64,100,174,1,2024-11-13 13:54:21,R_31FKhlXhjMen9z8,,,,,42.8858,-87.8631,anonymous,EN,1,5e72e0d8adc903240ac70891,2,5,32,66,30,74,"Both are at fault. I would blame the human more because they are not supposed to be looking down at their phone or distracted. ",1,2,4,2,2,,3,,60,4,,35,,,,Copilot
2024-11-13 13:48:39,2024-11-13 13:54:21,0,108.242.2.74,100,341,1,2024-11-13 13:54:21,R_12LSJCQNNPQN5rT,,,,,41.6005,-83.6251,anonymous,EN,1,648a20d992b7fa8718009072,2,5,82,33,84,85,"Since the autopilot was on he put his trust in it to work properly.  It did no. ",1,1,4,5,2,,3,,66,4,,62,,,,Autopilot
2024-11-13 13:48:15,2024-11-13 13:54:24,0,72.224.156.192,100,368,1,2024-11-13 13:54:25,R_58Q28UvIjglC8mZ,,,,,43.0476,-77.0921,anonymous,EN,1,63480954af4c7db036aa6595,2,5,90,10,90,15,The Aeon should be reliable because it is a copilot for the car.,1,2,4,6,2,,3,,73,1,,20,,,,Copilot
2024-11-13 13:48:22,2024-11-13 13:54:25,0,108.89.83.91,100,362,1,2024-11-13 13:54:25,R_7De9Q2V9jfcDibr,,,,,34.1531,-118.4296,anonymous,EN,1,6629442858ac993227d2a95d,2,5,32,61,72,40,"I think the human is ultimately in charge so they would be more liable.  Until the company can prove there product is 100% accurate, the human would still need to be aware and alert.",1,2,4,2,2,,3,,57,4,,25,,,,Autopilot
2024-11-13 13:49:40,2024-11-13 13:54:29,0,98.209.56.179,100,289,1,2024-11-13 13:54:30,R_6hmBq1mJpabrE1X,,,,,42.7367,-84.4758,anonymous,EN,1,66ea5116a642813c3dcf3c6f,2,5,20,70,50,50,"Without knowing more, I think both share liability. I would want to know if the driver of the vehicle signed some sort of a contract that says they take all liability and Aeon has no liability in the event of a crash or something to that effect. ",1,2,4,4,1,,3,,31,5,,70,,,,Copilot
2024-11-13 13:51:34,2024-11-13 13:54:29,0,24.115.117.43,100,174,1,2024-11-13 13:54:30,R_1L0ySfI1ewGOnil,,,,,40.5333,-75.7778,anonymous,EN,1,641b75662ac773952a58da70,2,5,60,100,70,100,"They share the blame. The technology failed, but so did the driver.",1,2,4,3,1,,3,,20,1,,40,,,,Copilot
2024-11-13 13:51:40,2024-11-13 13:54:29,0,146.115.234.135,100,169,1,2024-11-13 13:54:30,R_7IQPcDJ717KapXq,,,,,40.595,-75.5289,anonymous,EN,1,66294a585f1cf3fdaeb80120,2,5,70,69,71,72,"I think they are both responsible.  The company should have programmed the autopilot to work safely, but the human should be watching to correct any possible errors.",1,2,4,4,2,,3,,49,5,,71,,,,Autopilot
2024-11-13 13:49:06,2024-11-13 13:54:37,0,71.50.34.7,100,331,1,2024-11-13 13:54:38,R_3kFHFUxxAoU6SaA,,,,,40.1778,-77.2328,anonymous,EN,1,5fa9f09372776f2b592865f0,2,5,80,80,60,80,"It's hard to say. I initially thought the company, but it is technically called a 'copilot' system. I think it would be the driver's fault for not paying attention to be the other half of the 'copilot' set up.",1,2,4,3,2,,3,,25,4,,75,,,,Copilot
2024-11-13 13:49:57,2024-11-13 13:54:40,0,63.202.40.241,100,282,1,2024-11-13 13:54:41,R_72oqI4pprowTeSx,,,,,30.0035,-90.0607,anonymous,EN,1,660c28b0eeb115dac604d8c7,2,5,0,100,0,100,I feel as if the human driver is responsible because he is responsible and has the drivers license,2,1,4,6,2,,1,,42,4,,80,,,,Autopilot
2024-11-13 13:53:49,2024-11-13 13:54:42,0,73.131.84.91,100,52,1,2024-11-13 13:54:42,R_6DZbbBLbNUIZMBj,,,,,32.7944,-79.9484,anonymous,EN,1,66e6097f5c9f9a72249c139a,3,5,,,,,,,,,,,,,,,,,,,,,Copilot
2024-11-13 13:48:14,2024-11-13 13:54:42,0,172.56.181.82,100,387,1,2024-11-13 13:54:42,R_7AWR2IjxboVAsCK,,,,,34.1211,-117.4362,anonymous,EN,1,66830d445073aae663d54dbd,2,5,31,91,34,92,"The human driver is ultimately responsible for the accident because it is his or her car.  I'm assuming the copilot mechanism is an assistant but should not be relied upon for full operation of the vehicle.  If there is verbiage in the owner's manual that this is this case, then definitely a human should bear most of the responsibility.",1,2,4,3,2,,3,,49,4,,41,,,,Copilot
2024-11-13 13:47:44,2024-11-13 13:54:42,0,24.127.47.84,100,418,1,2024-11-13 13:54:43,R_3KJuHtxIBblJCrI,,,,,42.6969,-82.8245,anonymous,EN,1,66f19d2803d24d89a12c27ee,2,5,80,10,80,60,the man was under the assumption that the auto pilot feature was working properly. it clearly malfunctioned,1,2,4,5,1,,3,,33,3,,61,,,,Copilot
2024-11-13 13:49:34,2024-11-13 13:54:42,0,73.47.53.91,100,308,1,2024-11-13 13:54:43,R_75AqwFNyRnuBrFv,,,,,42.1139,-72.5508,anonymous,EN,1,5da35e177f1f7d001405f60b,2,5,100,100,100,100,"They are both equally liable. I'm certain that in purchasing the car, there is a purchasing agreement which the driver signs that says they are responsible, even if the copilot is on. However, if this was a malfunction, the company is also responsible for the malfunction unless it specifically states in the user agreement for the system that if it malfunctions that they do not assume responsibility.",1,2,4,2,2,,3,,53,4,,45,,,,Copilot
2024-11-13 13:50:39,2024-11-13 13:54:44,0,24.129.21.40,100,245,1,2024-11-13 13:54:44,R_5s7zaMsTqK4qvwy,,,,,30.7304,-81.5462,anonymous,EN,1,670d0152550cbd15e8f278e2,2,5,30,93,100,79,"Human still in control.
Company responsible for the failure feature",1,1,4,3,4,47,2,,47,3,,12,,,,Autopilot
2024-11-13 13:49:40,2024-11-13 13:54:47,0,47.36.148.64,100,307,1,2024-11-13 13:54:48,R_7dc1fmUJRTTy8zr,,,,,46.2515,-119.1034,anonymous,EN,1,5e1fc8d45427912f6143b012,2,5,40,90,60,90,"I think that the driver should always be paying attention, not looking at text messages. That being said, if the autopilot was advertised as being capable of driving on its own, then the company bears responsibility too",1,2,4,2,2,,3,,61,4,,70,,,,Autopilot
2024-11-13 13:51:54,2024-11-13 13:54:49,0,128.138.65.132,100,175,1,2024-11-13 13:54:50,R_1mfqDEn3g5BX0e0,,,,,40.0142,-105.2853,anonymous,EN,1,60555b56af1bc30f5d438bd2,2,5,26,100,80,100,"The human driver is more liable because they have the end requirement to safely operate the vehicle and should have stepped in if the AF wasn't working properly rather than doing nothing and it results in a crash. ",1,2,4,6,4,non binary,3,,28,4,,35,,,,Autopilot
2024-11-13 13:48:40,2024-11-13 13:54:53,0,172.56.227.120,100,372,1,2024-11-13 13:54:53,R_3X0a2FBhWqVkvkz,,,,,33.5609,-86.816,anonymous,EN,1,61052b62207f124200131bb0,2,5,56,77,75,85,"The human driver trusted the system but at the end of the day. The human was in the car. It was the Aeon, the company, and the human driver ",1,2,4,2,1,,1,,24,3,,54,,,,Copilot
2024-11-13 13:49:18,2024-11-13 13:54:53,0,50.222.207.50,100,335,1,2024-11-13 13:54:54,R_3xhxpYvANdqLPB7,,,,,35.7145,-83.5119,anonymous,EN,1,62b0b9d60841bfa66838f436,2,5,92,100,94,100,"I think both are but more so the human. I just don't trust Autopilot in cars. I would never be comfortable driving on. Technology/machines can break, malfunction, be sensitive to human error. So, the human put it on autopilot, so he's responsible and the autopilot malfunctioned, so they're responsible.",1,2,4,6,2,,3,,63,4,,62,,,,Autopilot
2024-11-13 13:51:07,2024-11-13 13:54:54,0,76.105.160.58,100,227,1,2024-11-13 13:54:54,R_3fdDypIyKsngMUg,,,,,45.5135,-122.5041,anonymous,EN,1,58daceccf94de20001fbd84e,2,5,51,100,51,100,"I don't know the functions of Aeon so I don't know if the company is also liable, but the human driver was distracted and not looking at the road. ",1,2,4,2,2,,3,,36,3,,39,,,,Copilot
2024-11-13 13:51:01,2024-11-13 13:54:54,0,71.74.236.237,100,233,1,2024-11-13 13:54:55,R_1nVEWjxIRoUDOLy,,,,,40.674,-81.1912,anonymous,EN,1,66f4461fe6cf2a459a3e7180,2,5,51,100,51,100,"The human driver carries the most blame. I think the company shares a small part of the blame though, as they should only put cars on the road that are safe. ",1,2,4,6,2,,3,,33,1,,51,,,,Autopilot
2024-11-13 13:49:50,2024-11-13 13:54:56,0,173.26.236.30,100,306,1,2024-11-13 13:54:56,R_7jNvK0l4SQ8jSbE,,,,,33.3715,-111.4369,anonymous,EN,1,66c65095b11bf5c62a288110,2,5,61,95,53,92,Human driver is more liable because they are still behind the wheel. Even if it top notch you still are responsible if you are behind the wheel,1,2,4,2,2,,3,,28,4,,9,,,,Autopilot
2024-11-13 13:53:18,2024-11-13 13:54:59,0,140.192.61.23,100,100,1,2024-11-13 13:55:01,R_1DO8kUM49LdhFGp,,,,,41.9579,-88.0142,anonymous,EN,1,60ff0f3f9dd6346ad1246ecd,2,5,82,60,94,8,"If Aeon promises a self driving car, then the car should not make a simple mistake like running a stop sign",1,2,4,5,2,,2,,24,4,,70,,,,Autopilot
2024-11-13 13:51:25,2024-11-13 13:55:03,0,76.87.210.174,100,217,1,2024-11-13 13:55:03,R_61QMbVnMt7Xjhxa,,,,,34.1371,-117.6599,anonymous,EN,1,63dd3dd2593c92be97d8dbde,2,5,0,100,0,100,"""Quickly looks down"" Stop signs can be seen for like 10 seconds before you reach that side of the road. The statement ""quickly looks down"" is clearly stretched a bit here come one now. ",1,2,4,2,1,,2,,21,1,,100,,,,Autopilot
2024-11-13 13:49:42,2024-11-13 13:55:07,0,35.150.183.140,100,325,1,2024-11-13 13:55:08,R_7Cjbe3rgaHNwoBl,,,,,42.9938,-84.157,anonymous,EN,1,5fa62963d5f64b209953d321,2,5,0,100,95,100,The human driver is more liable for the accident because they were the ones directly responsible. They broke the law and trusted the copilot to do their job of safely driving the car for them.,1,2,4,2,2,,3,,33,4,,63,,,,Copilot
2024-11-13 13:50:33,2024-11-13 13:55:09,0,172.59.114.42,100,276,1,2024-11-13 13:55:09,R_7SdGElGUfk3lftB,,,,,36.8919,-76.2325,anonymous,EN,1,5c3161130cfe9a00012f71ff,2,5,50,50,50,51,I think all three share liability for the accident.,1,2,4,6,1,,3,,34,4,,32,,,,Copilot
2024-11-13 13:49:51,2024-11-13 13:55:09,0,96.234.145.229,100,317,1,2024-11-13 13:55:09,R_5EsnWNuTL1xwBVh,,,,,39.3093,-76.475,anonymous,EN,1,5fb142fa3d818059f4cd5497,2,5,50,50,50,100,"I think they're equally at fault. The company has provided a faulty product, but the impetus is still on the human driver to be aware of their surroundings at all times.",1,2,4,4,1,,3,,35,4,,45,,,,Autopilot
2024-11-13 13:51:43,2024-11-13 13:55:10,0,174.219.55.137,100,206,1,2024-11-13 13:55:10,R_13fIGNg0ETKxMwH,,,,,40.0345,-75.1193,anonymous,EN,1,6614a5298c82365421d9b0b9,2,5,80,80,100,84,"I think the driver should have been paying attention but sense it's an autopilot vehicle I would say the company that makes the vehicle is liable. ",1,2,4,6,1,,3,,35,1,,85,,,,Autopilot
2024-11-13 13:51:08,2024-11-13 13:55:15,0,63.211.255.170,100,246,1,2024-11-13 13:55:15,R_50Nk1L8P3SEc2wX,,,,,39.7501,-104.9957,anonymous,EN,1,5b98a24fb38cca0001437082,2,5,13,95,18,95,"It is the driver's responsibility to keep his eyes on the road, and to keep up with his surroundings.  Even with the copilot engaged, by taking his eyes off the road, and missing the stop sign, he is the one responsible for the accident.",1,2,4,2,1,,3,,44,2,,20,,,,Copilot
2024-11-13 13:51:17,2024-11-13 13:55:20,0,75.178.20.4,100,242,1,2024-11-13 13:55:20,R_5rR44Ed5UjsrCkp,,,,,34.9879,-79.2169,anonymous,EN,1,66ccf5bbd3201466d13955c9,2,5,100,10,64,18,"The company is more liable as its their responsibility to provide a safe ride to the customer. The autopilot option was on when the accident happened. ",1,2,4,6,2,,3,,37,5,,56,,,,Autopilot
2024-11-13 13:50:38,2024-11-13 13:55:20,0,71.225.232.78,100,282,1,2024-11-13 13:55:21,R_70pRDAIHo6lHyOR,,,,,40.2874,-75.2156,anonymous,EN,1,66b94d87e81cb7a04358c627,2,5,100,65,100,40,"The company is more liable as it had an autopilot feature in the car allowing the driver to feel comfortable enough to let the car drive him home rather than being the active driver of his car. ",1,2,4,3,2,,2,,50,5,,14,,,,Autopilot
2024-11-13 13:53:19,2024-11-13 13:55:21,0,66.41.234.233,100,122,1,2024-11-13 13:55:22,R_5PMIMTz4OcCfgqt,,,,,45.1889,-93.3975,anonymous,EN,1,5e6482c9142c3c204d56baa0,2,5,62,100,61,100,"Ultimately the drivers fault since he looked at his phone while driving, but the car program also malfunctioned. ",1,2,4,3,1,,5,,36,2,,16,,,,Copilot
2024-11-13 13:52:09,2024-11-13 13:55:23,0,135.84.201.196,100,193,1,2024-11-13 13:55:23,R_6k6DxSAu9Lw5JJz,,,,,35.6854,-88.8281,anonymous,EN,1,66298b9925888b2e93c3d3de,2,5,0,100,0,100,The human driver will also be liable for any accidents because there is no way to ensure a computer program is going to operate correctly all the time.,1,2,4,4,2,,3,,49,1,,55,,,,Copilot
2024-11-13 13:51:35,2024-11-13 13:55:24,0,50.91.10.36,100,228,1,2024-11-13 13:55:24,R_7D8MSbGhueclVAy,,,,,35.3288,-118.9748,anonymous,EN,1,656e8efb6e6610ae2d831f07,2,5,90,80,87,80,"I think both are responsible, but if the car is supposed to know that there was a stop sign then it's more of the car/company's fault.",1,2,4,5,2,,5,,34,1,,20,,,,Copilot
2024-11-13 13:50:21,2024-11-13 13:55:29,0,24.13.166.51,100,308,1,2024-11-13 13:55:30,R_3opf0XYewKTvMa9,,,,,41.9006,-87.9562,anonymous,EN,1,5f627a1e4b807f1aa7e35280,2,5,97,2,97,3,"I feel that Aeon is responsible because the car was in Copilot. The Copilot was therefore responsible for the driving. ",1,2,4,6,2,,3,,50,4,,74,,,,Copilot
2024-11-13 13:51:37,2024-11-13 13:55:30,0,162.201.186.55,100,233,1,2024-11-13 13:55:30,R_5oc7BQKUWpzquhX,,,,,25.9843,-80.2149,anonymous,EN,1,5ea25b82a46065174c689daa,2,5,70,80,75,75,I believe both are equally responsible the human should have never looked at the text and the copilot should have seen the stop sign,1,2,4,4,1,,3,,54,1,,66,,,,Copilot
2024-11-13 13:48:20,2024-11-13 13:55:30,0,172.56.167.90,100,429,1,2024-11-13 13:55:30,R_5QPDiAntwcUXwCR,,,,,40.6877,-73.9267,anonymous,EN,1,65a54cf6f170aa984b7014fe,2,5,59,81,57,84,"the human should know better than to trust a technology like this while the company that sold this technology must not escape any accountability, both the driver and the company are but liable.",1,2,4,4,1,,4,,53,4,,60,,,,Autopilot
2024-11-13 13:49:06,2024-11-13 13:55:30,0,204.9.157.47,100,384,1,2024-11-13 13:55:31,R_52ljEKf74zIzrSO,,,,,43.4644,-89.9199,anonymous,EN,1,628deac8711dee5dbda650ae,2,5,71,100,60,100,"They're both liable, but the driver is ultimately the one in control and is most liable.",1,2,4,6,1,,3,,32,1,,81,,,,Autopilot
2024-11-13 13:52:30,2024-11-13 13:55:31,0,68.229.232.167,100,180,1,2024-11-13 13:55:31,R_65u8QxlU3aq8qSd,,,,,35.58,-97.5642,anonymous,EN,1,666090016dbc2ffedba94592,2,5,65,80,60,70,"The human driver is supposed to be vigilant at all times even if autopilot is engaged. I think ultimately the human is responsible, but Aeon needs to be held accountable for faulty software ",1,2,4,5,1,,2,,27,5,,60,,,,Autopilot
2024-11-13 13:52:12,2024-11-13 13:55:31,0,74.98.53.219,100,199,1,2024-11-13 13:55:32,R_1ix6f1OgANDFC37,,,,,40.5457,-80.0508,anonymous,EN,1,66ef212cf79668f34be612d8,2,5,0,100,10,100,"I think that the person driving the car is more liable for the accident. If you are in the driver's seat of the car, regardless of having a self driving car or not, you need to pay attention. ",2,2,4,4,2,,3,,32,4,,80,,,,Copilot
2024-11-13 13:51:51,2024-11-13 13:55:32,0,73.186.175.79,100,220,1,2024-11-13 13:55:32,R_72WI8WD35nz2Z2y,,,,,42.0581,-70.8077,anonymous,EN,1,5a348ea750833c0001ee9550,2,5,100,50,100,50,"The company is more liable, as the car's auto-pilot was on, and it failed. That falls on the company, not the human driver.",1,2,4,5,2,,3,,36,4,,70,,,,Autopilot
2024-11-13 13:47:43,2024-11-13 13:55:33,0,99.1.247.130,100,469,1,2024-11-13 13:55:33,R_63eM7Nmx4Piz3Be,,,,,34.2849,-85.2253,anonymous,EN,1,604b93f6432ad99bcb4798e8,2,5,90,90,90,90,"I think they are all equally liable because Aeon's technician made an error with the system, the company hired someone who wasn't carefully examining the system, and the human driver looked at their phone instead of keeping eyes on the road at all times.",2,2,4,2,1,,2,,31,1,,60,,,,Copilot
2024-11-13 13:51:59,2024-11-13 13:55:35,0,67.86.26.125,100,216,1,2024-11-13 13:55:36,R_1lAF7bFo7qL80cM,,,,,40.6711,-73.5719,anonymous,EN,1,664fc20122f5339adebd3857,2,5,65,85,65,85,"While the Aeon system should have noticed the stop sign, it is a system that cannot be compared to human attentiveness. The human driver should not have looked at his phone while controlling his vehicle, and he should know better.",1,2,4,2,2,,3,,22,4,,61,,,,Copilot
2024-11-13 13:52:56,2024-11-13 13:55:36,0,174.244.23.54,100,159,1,2024-11-13 13:55:36,R_68hz5XShNiD5K8x,,,,,32.7691,-96.6053,anonymous,EN,1,65c252b8c77492c4cd360a09,2,5,50,50,42,30,"I think they equally responsible ",1,2,4,4,2,,1,,35,4,,41,,,,Autopilot
2024-11-13 13:49:57,2024-11-13 13:55:36,0,75.177.248.173,100,339,1,2024-11-13 13:55:37,R_71dlp1i5gtWQ6Dw,,,,,34.1782,-79.4006,anonymous,EN,1,5d09036d59d0de0001310b4e,2,5,10,90,10,90,I think that when someone uses an AV they should consider it to be a tool and still pay attention/take control when need be. I think that it should be the driver's duty to pay attention to the road since AV systems are still very new and should be monitored while being used. That is why I think it is mainly the human driver's fault and that they are most liable.,1,2,4,4,1,,3,,30,1,,30,,,,Copilot
2024-11-13 13:51:40,2024-11-13 13:55:38,0,24.125.15.179,100,237,1,2024-11-13 13:55:39,R_1oA0M8PmPbIRxiV,,,,,33.6432,-83.9681,anonymous,EN,1,65cb8d8e365ee8773f61e8e8,2,5,61,92,81,91,"The human should never have ceded their control over to the copilot. The company should never have created it, especially since it's so fallible.",1,2,4,5,2,,1,,37,4,,71,,,,Copilot
2024-11-13 13:52:42,2024-11-13 13:55:42,0,73.53.9.104,100,180,1,2024-11-13 13:55:43,R_7ov7ix1ssl3bUoK,,,,,48.6914,-122.4133,anonymous,EN,1,66c29b779cf30310f1591d03,2,5,90,100,90,100,"I think the human driver is more liable for the accident because at the end of the day they were the one who purchased the automobile and should be aware of the dangers of operating a vehicle with that amount of weight, whether it has autopilot or not. The only circumstance that would change is if Aeon offered a guarantee that their autopilot was safe. ",1,2,4,6,1,,2,,26,3,,70,,,,Autopilot
2024-11-13 13:50:53,2024-11-13 13:55:44,0,12.189.90.210,100,291,1,2024-11-13 13:55:45,R_30C74cSA9hyCuVj,,,,,34.011,-118.1145,anonymous,EN,1,5c90572e1bc01a0016149f0c,2,5,0,90,10,100,"It's ultimately the human's fault because the copilot is just supposed to help, not actively take over the entire burden of driving even for a bit of time.",1,2,4,2,1,,3,,34,4,,60,,,,Copilot
2024-11-13 13:50:09,2024-11-13 13:55:45,0,73.157.134.207,100,335,1,2024-11-13 13:55:45,R_3gkdU3FdVQ5K5KV,,,,,45.5375,-122.5989,anonymous,EN,1,65959a63cb30f7348aba06f0,2,5,80,20,71,20,"The human is not the one operating the vehicle and Aeon is the one driving. Though, the human driver should still be there to keep an eye on this for accidents.",1,2,4,5,2,,2,,35,4,,65,,,,Autopilot
2024-11-13 13:52:27,2024-11-13 13:55:46,0,50.36.175.7,100,198,1,2024-11-13 13:55:46,R_3Wvf7jpV2NvfTPK,,,,,45.3575,-84.2239,anonymous,EN,1,670453b0d93209a1e156916d,2,5,20,80,20,80,"I think the human is more liable, as I am sure there are many warnings that it is not a total replacement. (The same reason you shouldn't drive it drunk).",2,2,4,3,1,,3,,25,3,,85,,,,Copilot
2024-11-13 13:50:09,2024-11-13 13:55:51,0,71.184.142.71,100,341,1,2024-11-13 13:55:51,R_3dtTbanDr8RtTPU,,,,,42.366,-71.2271,anonymous,EN,1,668d6ef4c3b0ea4e2540622c,2,5,84,91,80,90,"I think the human driver is more at fault.  As the human you are ultimately liable for what happens when you are in control of the vehicle even if the auto pilot feature is on. ",1,2,4,2,1,,3,,39,5,,60,,,,Autopilot
2024-11-13 13:50:37,2024-11-13 13:55:54,0,70.190.245.188,100,316,1,2024-11-13 13:55:54,R_1HT6nKACECplLXi,,,,,33.6262,-112.0074,anonymous,EN,1,5b1f185488ee7400012b4b5c,2,5,95,5,95,5,Well if it's supposed to drive you with safety and fails then it's the company who is 95 percent liable it failed what it is supposed to do.,1,3,4,5,2,,3,,61,3,,71,,,,Copilot
2024-11-13 13:52:01,2024-11-13 13:55:54,0,24.26.52.235,100,233,1,2024-11-13 13:55:55,R_1dfODg4P1rt8zCs,,,,,37.7538,-87.0779,anonymous,EN,1,63a18415816a2a0cbe438f1b,2,5,47,53,49,53,"The human is more responsible; but, only slightly. He chose to use the softwarre. But, the software caused a litte more of the problem.",2,2,4,3,2,,3,,55,4,,41,,,,Autopilot
2024-11-13 13:52:10,2024-11-13 13:55:56,0,74.45.171.64,100,225,1,2024-11-13 13:55:57,R_3zjbYFUOVdsMHQI,,,,,40.5912,-83.1258,anonymous,EN,1,5dbd796ee8add82bd3ef7878,2,5,100,60,100,60,"The company, it's ai is the one operating the vehicle. ",1,2,4,5,4,nonconforming,3,,34,3,,50,,,,Copilot
2024-11-13 13:52:21,2024-11-13 13:55:58,0,98.204.19.15,100,217,1,2024-11-13 13:55:58,R_7akOyuYyWrjhzgR,,,,,38.6875,-76.8244,anonymous,EN,1,66fc364b14f9e6673c0298a6,2,5,75,82,100,85,The autopilot should be programmed to notice stop signs. The driver should still pay attention to the road to jump in and take over.,2,1,4,5,2,,1,,28,3,,69,,,,Autopilot
2024-11-13 13:52:12,2024-11-13 13:56:02,0,24.251.204.178,100,230,1,2024-11-13 13:56:03,R_1zx6PSnd8awT7wC,,,,,33.3813,-111.6409,anonymous,EN,1,66c2c77d5b9a0a6d850046bb,2,5,100,0,100,0,"I think the company, Aeon is responsible because if the auto pilot was working properly, than the stop sign would not have been driven past.",1,2,4,6,1,,3,,44,3,,59,,,,Autopilot
