"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","prolific_id","att_1","att_2","comp_4","comp_1","comp_2","automation","firm_resp_1","human_resp_1","firm_liable_1","human_liable_1","reason","comp_3","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","ai_knowledge_1","workerID","hitID","assignmentId","label","ad"
"2024-11-19 11:28:50","2024-11-19 11:34:28","0","Anonymized","100","338","1","2024-11-19 11:34:29","R_19nEBuf6O8C52jT","","","","","Anonymized","Anonymized","anonymous","EN","1","66465704f0921cfc20ba6e57","2","5","1","2","4","6","92","10","89","10","I believe the company and the car is more liable for the accident. ","1","1","","2","","34","4","","28","","","","Copilot","yes"
"2024-11-19 11:28:35","2024-11-19 11:34:31","0","Anonymized","100","356","1","2024-11-19 11:34:32","R_5gLP1BlmqUodvRR","","","","","Anonymized","Anonymized","anonymous","EN","1","66cb6abbf0a15bddb08767d5","2","5","1","2","4","4","29","80","50","50","I think that the human decided to use the copilot and assume the risks. So they are at fault","1","1","","3","","50","3","","20","","","","Copilot","yes"
"2024-11-19 11:29:10","2024-11-19 11:34:35","0","Anonymized","100","324","1","2024-11-19 11:34:35","R_6f8BAsDDUX22csw","","","","","Anonymized","Anonymized","anonymous","EN","1","66d8790772c9e0e4ee96259c","2","5","1","2","4","6","60","20","95","40","The company should be liable because the ai had full control of the vehicle.","1","1","","3","","44","4","","10","","","","Autopilot","yes"
"2024-11-19 11:28:57","2024-11-19 11:34:37","0","Anonymized","100","339","1","2024-11-19 11:34:37","R_3Kr2HPVsoYaj6nu","","","","","Anonymized","Anonymized","anonymous","EN","1","6711a475aa84adccba0feaa9","2","5","","2","4","6","25","75","45","61","Just because the car is auto-piloted, the responsibility will always lie with the driver as a backup. They are the human and should remain paying attention to everything while ""operating"" a vehicle.","1","2","","3","","55","5","","43","","","","Autopilot","no"
"2024-11-19 11:28:51","2024-11-19 11:34:39","0","Anonymized","100","347","1","2024-11-19 11:34:39","R_6E67fnKMqjsXani","","","","","Anonymized","Anonymized","anonymous","EN","1","66312361cf5d4099e1330532","2","5","","2","4","6","70","80","60","80","I think that both are equally responsible. The company is responsible for the faulty automation portion of the driving but the human is also equally responsible for enabling the automation.","1","1","","1","","38","5","","30","","","","Copilot","no"
"2024-11-19 11:30:29","2024-11-19 11:34:42","0","Anonymized","100","252","1","2024-11-19 11:34:43","R_5Ph3mcQ95VqMLe5","","","","","Anonymized","Anonymized","anonymous","EN","1","66f55772a7312a23f27b3196","2","5","1","2","4","4","0","100","0","100","Obviously a human should supercede a driving system installed on a car when it comes to making actual decisions.","1","2","","3","","45","5","","0","","","","Copilot","yes"
"2024-11-19 11:30:20","2024-11-19 11:34:43","0","Anonymized","100","262","1","2024-11-19 11:34:43","R_3CljDff8lT76PuR","","","","","Anonymized","Anonymized","anonymous","EN","1","67044664065eb1860b504d38","2","5","1","1","4","6","100","100","100","100","They're both liable because no-one was paying attention at that point. Why wasn't Copilot paying attention when he looked down? Isn't the car supposed to be fully automated?","2","2","","4","","43","1","","50","","","","Copilot","yes"
"2024-11-19 11:29:50","2024-11-19 11:34:47","0","Anonymized","100","297","1","2024-11-19 11:34:47","R_1TT5R6CpnhKulpg","","","","","Anonymized","Anonymized","anonymous","EN","1","655f97cd4f1c17ae262fd0fa","2","5","","2","4","2","88","58","75","59","The car was on autopilot mode so the driver was relying n the company's design to drive him safely and the company is more responsible. ","1","2","","1","","31","4","","24","","","","Autopilot","no"
"2024-11-19 11:29:14","2024-11-19 11:34:48","0","Anonymized","100","333","1","2024-11-19 11:34:48","R_1MugkHTCVqx9Q41","","","","","Anonymized","Anonymized","anonymous","EN","1","5f511ab38505ac2e8fbfac5e","2","5","1","2","4","6","89","74","81","66","The driver should still look at the road, but the company claims that its AI is more capable than a human driver and lost its trust from the human","1","2","","3","","25","5","","19","","","","Autopilot","yes"
"2024-11-19 11:28:47","2024-11-19 11:34:48","0","Anonymized","100","360","1","2024-11-19 11:34:48","R_56O9xtMqPC8db9v","","","","","Anonymized","Anonymized","anonymous","EN","1","66293ce3dba0764775195e58","2","5","1","2","4","6","50","60","50","60","The human is the responsible party for what his vehicle does or doesn't do.","1","2","","3","","50","3","","48","","","","Autopilot","yes"
"2024-11-19 11:31:47","2024-11-19 11:34:48","0","Anonymized","100","180","1","2024-11-19 11:34:49","R_1EzRAdJ3bkT8hWx","","","","","Anonymized","Anonymized","anonymous","EN","1","66313f3d249cd7db8d0efff7","2","5","","2","4","3","70","80","70","71","The company because they released a product that they advertised as reliable enough to be able to catch signs/not get into accidents","1","2","","2","","28","5","","30","","","","Copilot","no"
"2024-11-19 11:28:27","2024-11-19 11:34:49","0","Anonymized","100","382","1","2024-11-19 11:34:50","R_7RIMdWzjmYrRY0p","","","","","Anonymized","Anonymized","anonymous","EN","1","667820239e4756408d71bfaf","2","5","","2","4","5","75","35","80","40","If the CoPilot was on then it was it's responsibility. ","1","2","","1","","20","1","","39","","","","Copilot","no"
"2024-11-19 11:30:09","2024-11-19 11:34:50","0","Anonymized","100","281","1","2024-11-19 11:34:51","R_1Tf3UoeGRjI2Plv","","","","","Anonymized","Anonymized","anonymous","EN","1","5b0739faa84dcf0001bef230","2","5","1","2","4","5","29","77","60","76","I don't know exactly how aeon works, obviously not full auto pilot, so it seems the driver should take some responsibility. Unless it was full auto, then it was the company.","2","1","","4","","50","3","","36","","","","Copilot","yes"
"2024-11-19 11:28:22","2024-11-19 11:34:51","0","Anonymized","100","388","1","2024-11-19 11:34:51","R_7MM6rHqf36bdbi9","","","","","Anonymized","Anonymized","anonymous","EN","1","65846200793d3a4a78b62802","2","5","","2","4","5","70","70","70","70","It is difficult to answer without knowing the level of copiloting. Perhaps the driver is ultimately responsible in any case but I feel that the AV would have similar responsibilty.","2","1","","3","","61","3","","51","","","","Copilot","no"
"2024-11-19 11:29:53","2024-11-19 11:34:52","0","Anonymized","100","298","1","2024-11-19 11:34:52","R_3P6qPcgKpSMbzGK","","","","","Anonymized","Anonymized","anonymous","EN","1","5c101f812a1a620001f04007","2","5","","2","4","5","50","90","10","100","I think the human is ultimately in control, even if there is an automated system.  I think humans should have the responsibility.","1","2","","3","","70","3","","15","","","","Autopilot","no"
"2024-11-19 11:31:27","2024-11-19 11:34:54","0","Anonymized","100","206","1","2024-11-19 11:34:54","R_3QWCowADoB7V5Pg","","","","","Anonymized","Anonymized","anonymous","EN","1","66d1c3a6c87d18fece878047","2","5","1","2","4","2","30","83","76","70","I believe Aeon, the company, is more liable for the accident if the Copilot system failed to perform as intended or if there was insufficient guidance on its use. However, the human driver may share liability if they misused the system or failed to maintain appropriate oversight.","1","2","","3","","32","4","","70","","","","Copilot","yes"
"2024-11-19 11:30:12","2024-11-19 11:34:55","0","Anonymized","100","283","1","2024-11-19 11:34:55","R_63UoEnpiGwB0hcY","","","","","Anonymized","Anonymized","anonymous","EN","1","65ecfcd2ba0a9ef7fd3c8c90","2","5","1","2","4","6","92","20","95","30","The company is responsible. The guy literally put autopilot on because he didnt feel like he was capable of driving at that moment. He bought this car and he put trust into it and it failed him. ","1","2","","3","","31","1","","14","","","","Copilot","yes"
"2024-11-19 11:28:30","2024-11-19 11:34:55","0","Anonymized","100","385","1","2024-11-19 11:34:56","R_2egz7Tu9ChMVcJi","","","","","Anonymized","Anonymized","anonymous","EN","1","66d6c30ab7cd28d92ebc5443","2","5","1","2","4","6","100","0","100","0","Aeon is responsible because the autopilot, which they own, is in full control of the car. ","1","1","","1","","42","5","","93","","","","Autopilot","yes"
"2024-11-19 11:30:48","2024-11-19 11:34:55","0","Anonymized","100","247","1","2024-11-19 11:34:56","R_7CdwmKJ0NwEkk6h","","","","","Anonymized","Anonymized","anonymous","EN","1","66d61c3a97d5a0cfa40997dd","2","5","1","2","4","6","100","80","90","80","Aeon claims their AI is capable of driving itself and the accident shows otherwise therefore Aeon is responsible.","1","1","","3","","28","2","","73","","","","Autopilot","yes"
"2024-11-19 11:29:31","2024-11-19 11:34:56","0","Anonymized","100","325","1","2024-11-19 11:34:56","R_6k08ykBbwRs0VGA","","","","","Anonymized","Anonymized","anonymous","EN","1","633643465b40568290457617","2","5","1","2","4","6","100","0","100","0","I'm assuming that the car is being piloted completely by the copilot.","1","1","","4","","32","4","","1","","","","Copilot","yes"
"2024-11-19 11:31:31","2024-11-19 11:34:56","0","Anonymized","100","205","1","2024-11-19 11:34:57","R_3CQJMOi66wrBm4V","","","","","Anonymized","Anonymized","anonymous","EN","1","67028e3c5308fc008653cf26","2","5","","2","4","3","15","100","20","100","Because the copilot feature was off, it was the human's responsibility to be focused on the road.  ","2","2","","3","","29","5","","67","","","","Copilot","no"
"2024-11-19 11:28:48","2024-11-19 11:34:57","0","Anonymized","100","369","1","2024-11-19 11:34:58","R_7KT98DFm4aIDdFD","","","","","Anonymized","Anonymized","anonymous","EN","1","663e42cdb31f739932752156","2","5","","2","4","4","51","70","51","71","I think the human is mostly at fault, as even those the company provided auto pilot, I am sure they let the human know that they must also pay attention as the auto pilot is not always perfect. If they did not due so then the company is at fault.","1","2","","4","","30","2","","30","","","","Autopilot","no"
"2024-11-19 11:29:56","2024-11-19 11:34:58","0","Anonymized","100","302","1","2024-11-19 11:34:59","R_3xDuMltXDl9ShIB","","","","","Anonymized","Anonymized","anonymous","EN","1","670e86b35839b00c1c8e229f","2","5","1","2","4","6","61","30","81","70","Since the driver switched on Auto pilot, it is the company's fault more for not seeing the stop sign and causing the accident since it was on and promises to work.","1","2","","3","","25","4","","50","","","","Copilot","yes"
"2024-11-19 11:31:52","2024-11-19 11:34:59","0","Anonymized","100","186","1","2024-11-19 11:35:00","R_6aXLNeqPfRb32vi","","","","","Anonymized","Anonymized","anonymous","EN","1","66d5ef61b25372f6323aa3d2","2","5","","2","4","4","54","100","63","100","I think the human driver is always responsible for the car. ","1","2","","3","","36","5","","27","","","","Copilot","no"
"2024-11-19 11:32:44","2024-11-19 11:35:01","0","Anonymized","100","137","1","2024-11-19 11:35:02","R_6tG3B2pr4eLElAm","","","","","Anonymized","Anonymized","anonymous","EN","1","5e9f3f09ccc75a0c345e4845","2","5","","2","4","4","51","50","51","51","each equally because both contributed","1","2","","3","","65","1","","34","","","","Autopilot","no"
"2024-11-19 11:32:09","2024-11-19 11:35:02","0","Anonymized","100","172","1","2024-11-19 11:35:02","R_3MPDf5TaTJug9c5","","","","","Anonymized","Anonymized","anonymous","EN","1","672d4ccff9372d646bbd16ba","2","5","","2","4","5","91","74","95","82","As a driver, you should always be aware of your vehicle and surroundings, even with a driving tool like autopilot. Ultimately, the driver should be more liable, but an autopilot tool should also not be pushed out to consumers with issues such as these.","1","1","","3","","32","5","","11","","","","Autopilot","no"
"2024-11-19 11:29:48","2024-11-19 11:35:02","0","Anonymized","100","313","1","2024-11-19 11:35:02","R_1rk9v6d1TcPsipH","","","","","Anonymized","Anonymized","anonymous","EN","1","6704251bcdca04fef23d385d","2","5","","2","4","3","90","20","100","5","If Aeon wishes to sell a self-driving vehicle, it needs to be flawless. A single flaw can lead to death and injury thus, if a flaw is discovered, Aeon should be liable as it flew too close to the sun trying to develop a self driving vehicle. ","1","2","","3","","21","3","","15","","","","Autopilot","no"
"2024-11-19 11:31:00","2024-11-19 11:35:03","0","Anonymized","100","242","1","2024-11-19 11:35:03","R_5XoFKixDsmkXd6l","","","","","Anonymized","Anonymized","anonymous","EN","1","6654b7668e8642303bbc2fa7","2","5","","2","4","4","73","51","73","51","If the system is designed to monitor and control instead of the human, Aeon would be responsible.  If not, the human would be responsible for being distracted.","1","2","","3","","41","8","","30","","","","Autopilot","no"
"2024-11-19 11:30:50","2024-11-19 11:35:03","0","Anonymized","100","252","1","2024-11-19 11:35:03","R_37IEqC9sWqNSkAZ","","","","","Anonymized","Anonymized","anonymous","EN","1","66463a3b43cd8f961e3cc8c3","2","5","1","1","4","6","100","45","100","45","the car claims to be completely self driving and causing no accidents. It implies the man being driven home by the AI Copilot can let his guard down and expect to arrive at his destination safely without any effort on his part.","1","1","","3","","28","1","","70","","","","Copilot","yes"
"2024-11-19 11:30:46","2024-11-19 11:35:03","0","Anonymized","100","257","1","2024-11-19 11:35:04","R_37xrTIBJkL4opod","","","","","Anonymized","Anonymized","anonymous","EN","1","659dfd474f0722a934e3f8d8","2","5","1","2","4","6","70","50","70","60","Aeon is more liable for the accident because it claimed that it causes less accident than humans.","1","2","","2","","29","4","","10","","","","Autopilot","yes"
"2024-11-19 11:29:19","2024-11-19 11:35:05","0","Anonymized","100","346","1","2024-11-19 11:35:05","R_1G3qD1basP0s2oj","","","","","Anonymized","Anonymized","anonymous","EN","1","60c2670ee246bb9e550f9088","2","5","1","2","4","4","91","71","81","81","Liability will follow the human and their car, I think.  If there was a lawsuit, the other driver would probably sue both the driver for not reacting to the incident and AEON for not functioning properly.","1","1","","3","","71","5","","19","","","","Autopilot","yes"
"2024-11-19 11:28:59","2024-11-19 11:35:06","0","Anonymized","100","367","1","2024-11-19 11:35:07","R_6BzgeTWO19ObX6h","","","","","Anonymized","Anonymized","anonymous","EN","1","5e863db644d87426bbe2e92a","2","5","1","2","4","6","90","80","90","80","Stopping at a stop sign is a very basic function of AVs. If it can't do that accurately, then everything else on the road becomes suspect. Moreover, they claim 92% fewer accidents and yet, it ran a simple stop sign.","1","1","","3","","69","3","","65","","","","Copilot","yes"
"2024-11-19 11:31:34","2024-11-19 11:35:08","0","Anonymized","100","213","1","2024-11-19 11:35:08","R_1Cq57Vd7NqKdGOo","","","","","Anonymized","Anonymized","anonymous","EN","1","62ac706d8544dbe5a81b4212","2","5","1","2","4","6","70","90","50","90","The human shouldn't have been looking at their phone.","2","2","","3","","31","4","","50","","","","Copilot","yes"
"2024-11-19 11:30:31","2024-11-19 11:35:08","0","Anonymized","100","276","1","2024-11-19 11:35:08","R_70Oy71e90EHyiVH","","","","","Anonymized","Anonymized","anonymous","EN","1","65ecddc0ff885af50b692f2f","2","5","1","2","4","6","100","100","62","100","The human is the one making choices that lead to the accident.","1","4","Non-binary","3","","47","1","","19","","","","Copilot","yes"
"2024-11-19 11:31:28","2024-11-19 11:35:08","0","Anonymized","100","219","1","2024-11-19 11:35:08","R_3cTFYFdT46KNDg7","","","","","Anonymized","Anonymized","anonymous","EN","1","6562c873c8002ad2e44b7b33","2","5","1","2","4","6","87","21","99","21","I believe the autopilot company is more liable for the accident because the company claims to monitor all aspects of the road and driving but did  not see a stop sign while the autopilot was switched on","1","1","","3","","28","3","","20","","","","Autopilot","yes"
"2024-11-19 11:32:04","2024-11-19 11:35:10","0","Anonymized","100","186","1","2024-11-19 11:35:11","R_6AXSXvxcHIcALwR","","","","","Anonymized","Anonymized","anonymous","EN","1","66797e76592771cdd0a5cd86","2","5","","2","4","5","0","100","0","100","The human is responsible for the accident as well as paying for the damage because he's the one in the drivers seat. ","1","3","","3","","26","4","","14","","","","Autopilot","no"
"2024-11-19 11:28:30","2024-11-19 11:35:12","0","Anonymized","100","402","1","2024-11-19 11:35:12","R_5QSEAJNZTM2zOwS","","","","","Anonymized","Anonymized","anonymous","EN","1","668402bd764a366c27c443d3","2","5","1","2","4","6","83","68","86","67","Whereas the car by Aeon seems to be the car that says it will 'never drive distracted', the car didn't prove that claim when it came to the accident. So the company is largely at fault because it seems that copilot makes it easier for the human in the car to do things like check their phones. The man is partially at fault because he may have been able to avoid the crash but at the same time copilot is supposed to be more than capable if the claims by the company are anything to go by.","1","2","","3","","30","4","","8","","","","Copilot","yes"
"2024-11-19 11:31:53","2024-11-19 11:35:14","0","Anonymized","100","200","1","2024-11-19 11:35:14","R_5GwdZLbDXytF0xB","","","","","Anonymized","Anonymized","anonymous","EN","1","6164f0d4bcacb419327b7f91","2","5","1","2","4","5","99","61","100","62","The company is responsible as their advertising directly markets the car's ability to drive autonomously, which the car driver was utilizing.","1","1","","3","","27","4","","59","","","","Autopilot","yes"
"2024-11-19 11:33:05","2024-11-19 11:35:14","0","Anonymized","100","128","1","2024-11-19 11:35:14","R_5hFpYViqlKthYas","","","","","Anonymized","Anonymized","anonymous","EN","1","663557f1ddd96308299e1015","2","5","1","2","4","6","100","50","100","80","Since the car was in auto pilot mode I think the company is more at fault. The human should have been paying attention but he was relying on auto pilot.","1","1","","3","","75","1","","60","","","","Autopilot","yes"
"2024-11-19 11:31:02","2024-11-19 11:35:14","0","Anonymized","100","252","1","2024-11-19 11:35:15","R_5bEBE5bH2HGFsxH","","","","","Anonymized","Anonymized","anonymous","EN","1","56e250e7ec0fdd000641e7e5","2","5","","2","4","4","25","80","31","70","I think even if the car has self driving, the human driver should still be paying attention while driving and should manually take control.","1","1","","3","","29","3","","66","","","","Copilot","no"
"2024-11-19 11:28:46","2024-11-19 11:35:16","0","Anonymized","100","389","1","2024-11-19 11:35:17","R_5ciRELLLCLHbIvG","","","","","Anonymized","Anonymized","anonymous","EN","1","62cf0de81f25661d4513393a","2","5","1","2","4","6","100","0","85","0","The human was not driving the car here so only the company could be liable ","1","1","","3","","29","1","","35","","","","Copilot","yes"
"2024-11-19 11:32:18","2024-11-19 11:35:17","0","Anonymized","100","179","1","2024-11-19 11:35:18","R_707LqIIZkUilQfD","","","","","Anonymized","Anonymized","anonymous","EN","1","6669fe44c5660a00d14ab11d","2","5","","2","4","6","22","100","50","100","The human retains responsibility because it is their duty as a driver to be on alert. The automaker may be responsible if they claim 100% safety in self driving","1","1","","3","","31","4","","65","","","","Autopilot","no"
"2024-11-19 11:31:12","2024-11-19 11:35:18","0","Anonymized","100","245","1","2024-11-19 11:35:18","R_5pYjyjspOvHSxJ7","","","","","Anonymized","Anonymized","anonymous","EN","1","65f8e34f1008241161e99c41","2","5","","2","4","6","70","70","70","70","Aeon has given the driver a false sense of confidence in the vehicle's ability to drive itself. The driver also shares some blame. Not only for trusting in the Aeon corporation, but also for his inattentiveness behind the wheel. ","1","1","","3","","39","4","","40","","","","Autopilot","no"
"2024-11-19 11:30:23","2024-11-19 11:35:22","0","Anonymized","100","299","1","2024-11-19 11:35:22","R_3yf7d5Sh7oJbrih","","","","","Anonymized","Anonymized","anonymous","EN","1","5eea9a9ea8d6d71ba912a73e","2","5","","1","4","4","100","100","100","50","I think they are both reliable for the accident. Yes the company because the feature was switched ""on"" and this should never have happened but also, the human driver because ultimately he wasn't paying attention while looking at his text message.","1","1","","3","","38","3","","50","","","","Autopilot","no"
"2024-11-19 11:32:40","2024-11-19 11:35:23","0","Anonymized","100","163","1","2024-11-19 11:35:24","R_7uVWpIZkqxY073N","","","","","Anonymized","Anonymized","anonymous","EN","1","6692b332b77c02cc9bb9720e","2","5","","2","4","6","84","82","80","78","I am putting that are both equally liable. Aeon is because it states that it will prevent these things from happening but also the human for depending on it fully. ","1","2","","3","","57","4","","57","","","","Autopilot","no"
"2024-11-19 11:31:32","2024-11-19 11:35:26","0","Anonymized","100","233","1","2024-11-19 11:35:26","R_5RdU1YOyy3CzwpF","","","","","Anonymized","Anonymized","anonymous","EN","1","5dd9b725954d19948f95327c","2","5","","2","4","4","20","100","10","100","I think the human is more liable as they shouldn't expect the car to perform as aware as a human would. I think the human shouldn't have been distracted by their phone.","1","1","","5","","32","3","","10","","","","Copilot","no"
"2024-11-19 11:32:12","2024-11-19 11:35:26","0","Anonymized","100","193","1","2024-11-19 11:35:26","R_5HKAuEAFSvHuEFz","","","","","Anonymized","Anonymized","anonymous","EN","1","66293afa0603edc9d10882fc","2","5","","2","4","6","80","85","80","85","I think the driver is because technology is not without faults so you still need to be diligent when using the Copilot system","1","2","","3","","50","4","","75","","","","Copilot","no"
"2024-11-19 11:30:49","2024-11-19 11:35:27","0","Anonymized","100","278","1","2024-11-19 11:35:27","R_1lfqAVcnEDkQnlH","","","","","Anonymized","Anonymized","anonymous","EN","1","5f36e3d19ff99d12681ffca7","2","5","","2","4","4","86","66","86","69","the company owns and programmed the autopilot program. They would have installed safety features. When engaged the driver is trusting the system.","1","1","","3","","55","4","","65","","","","Autopilot","no"
"2024-11-19 11:33:18","2024-11-19 11:35:29","0","Anonymized","100","131","1","2024-11-19 11:35:30","R_7rkXmk6hEgAVY8S","","","","","Anonymized","Anonymized","anonymous","EN","1","669a8a113c058df5b00aa6df","2","5","","2","4","2","69","49","59","48","the company can have chips installed in the car that can malfunction, you cant be too dependent on machines ","2","1","","3","","33","4","","38","","","","Copilot","no"
"2024-11-19 11:31:19","2024-11-19 11:35:30","0","Anonymized","100","251","1","2024-11-19 11:35:31","R_7PNPst9Wg8RCizI","","","","","Anonymized","Anonymized","anonymous","EN","1","66461dfd1eb6453139b1db4c","2","5","1","2","4","6","100","0","100","0","The car is made to drive you, not you drive it. So, it is absolutely not the human's fault.","1","2","","3","","36","2","","30","","","","Copilot","yes"
"2024-11-19 11:30:36","2024-11-19 11:35:32","0","Anonymized","100","296","1","2024-11-19 11:35:32","R_1YfE7Kk5hyqqHZP","","","","","Anonymized","Anonymized","anonymous","EN","1","66a4d9785f22bd70a921a7e7","2","5","","2","4","4","80","10","80","8","I believe the company is resopnsible because if the copilot cannot notice a simple stop sign how can the whole system be trusted","1","2","","1","","23","4","","60","","","","Copilot","no"
"2024-11-19 11:29:32","2024-11-19 11:35:33","0","Anonymized","100","360","1","2024-11-19 11:35:33","R_7F2GzoUI71OzZ2f","","","","","Anonymized","Anonymized","anonymous","EN","1","66be5fde262694b5262482b1","2","5","1","1","4","6","71","43","68","38","if the autopilot is on, then the car is supposed to be driving independently and therefore assumes the responsibility of its actions.  I do feel the human should still be paying attention, but that defeats the purpose of auto pilot to a certain degree.","1","2","","3","","52","3","","38","","","","Autopilot","yes"
"2024-11-19 11:31:38","2024-11-19 11:35:35","0","Anonymized","100","237","1","2024-11-19 11:35:36","R_1qX1gQs6QkLf6yK","","","","","Anonymized","Anonymized","anonymous","EN","1","666883e7cd549b6798159085","2","5","1","2","4","6","50","100","50","100","The human driver is more liable because it is their responsibility to supervise their route and their vehicle even when it is on autopilot. Had the driver been paying attention, he likely could have prevented the accident. ","1","2","","3","","24","4","","10","","","","Autopilot","yes"
"2024-11-19 11:30:43","2024-11-19 11:35:35","0","Anonymized","100","292","1","2024-11-19 11:35:36","R_5PLcx4dAKFozMaa","","","","","Anonymized","Anonymized","anonymous","EN","1","56cb582a73cd5b000df7ccd3","2","5","1","2","4","5","100","100","0","100","The human driver is more liable because at this time, autopilot technology is unproven and ultimately the driver is responsible.  It is no different than an airline pilot or ship captain that use autopilot technologies, they must be ready to take over if the system fails. ","1","1","","3","","33","4","","62","","","","Autopilot","yes"
"2024-11-19 11:31:33","2024-11-19 11:35:36","0","Anonymized","100","243","1","2024-11-19 11:35:37","R_1MysjVAh0xAuM8N","","","","","Anonymized","Anonymized","anonymous","EN","1","6643894e1f7aa75c4410d42b","2","5","","2","4","5","93","10","89","5","I think it depends which type of vehicle the aeon is and what driving permissions it has. if it is responsible for monitoring the environment and breaking, then it is the company's fault. ","1","2","","1","","26","4","","80","","","","Autopilot","no"
"2024-11-19 11:30:59","2024-11-19 11:35:36","0","Anonymized","100","277","1","2024-11-19 11:35:37","R_7TI5iEkHqx3XpJ0","","","","","Anonymized","Anonymized","anonymous","EN","1","5e1167247855d382ecf9050f","2","5","1","2","4","6","10","90","10","90","What I know of copilot like devices is that you still need to be paying attention to the road. There is a knowledge that you may not be driving but you need to be able to take over should anything go wrong.","1","2","","3","","38","4","","65","","","","Copilot","yes"
"2024-11-19 11:29:54","2024-11-19 11:35:39","0","Anonymized","100","344","1","2024-11-19 11:35:39","R_1Ei0XzpAtc2Wi6W","","","","","Anonymized","Anonymized","anonymous","EN","1","66d85afdce3d81308afe183e","2","5","1","2","4","5","80","90","65","90","The human needs to pay attention especially at critical points such as a stop sign.","1","1","","3","","53","4","","61","","","","Autopilot","yes"
"2024-11-19 11:31:46","2024-11-19 11:35:40","0","Anonymized","100","233","1","2024-11-19 11:35:40","R_5zWz43oBCgQHbPz","","","","","Anonymized","Anonymized","anonymous","EN","1","6629a94eb6a02c614f1279cc","2","5","1","2","4","6","75","80","75","80","The human driver should still be paying attention to what is happening.  However, the autopilot is also liable since the expectation of the human driver is that the autopilot will take over managing the tasks.","1","2","","3","","50","5","","40","","","","Autopilot","yes"
"2024-11-19 11:32:51","2024-11-19 11:35:40","0","Anonymized","100","169","1","2024-11-19 11:35:41","R_7s1jBBtdhcDDONh","","","","","Anonymized","Anonymized","anonymous","EN","1","6680b6b7c8f890d0ba3d546d","2","5","1","2","4","5","77","69","74","75","Since aeon touts itself has being more safe and not having to worry about accidents when they are in control they should be more liable if something happens and they are found at fault","2","1","","3","","41","5","","28","","","","Autopilot","yes"
"2024-11-19 11:30:33","2024-11-19 11:35:42","0","Anonymized","100","308","1","2024-11-19 11:35:42","R_6mgeKFMeT1FBChe","","","","","Anonymized","Anonymized","anonymous","EN","1","6630fcae418bde6a9e7c3b47","2","5","","2","2","5","90","19","95","75","I think that the company is more liable for damages here.  The autopilot was switched on, so it was understood that the human would not need to intervene.  Even if the human had been paying attention, stopping a car that broke a red light still takes time and effort, and the accident may not have been avoidable even the text had not come through.","1","1","","5","","41","5","","50","","","","Autopilot","no"
"2024-11-19 11:31:53","2024-11-19 11:35:42","0","Anonymized","100","229","1","2024-11-19 11:35:43","R_50q69exExJICvZo","","","","","Anonymized","Anonymized","anonymous","EN","1","66293961acba874ac45391e2","2","5","","2","4","5","70","60","61","70","I do think they are both liable but I put more liability on the company. The copilot is on and so I think the human is confident in it and less aware. So they copilot missed AND instilled false confidence in the human.","1","1","","3","","48","4","","25","","","","Copilot","no"
"2024-11-19 11:29:05","2024-11-19 11:35:45","0","Anonymized","100","399","1","2024-11-19 11:35:46","R_1FYDYslJTaV1mvL","","","","","Anonymized","Anonymized","anonymous","EN","1","63ea5da72bd87e9f97859c1c","2","5","1","2","4","6","50","100","50","100","Humans should pay attention as a fail safe, but auto driving should not be so misleading in its ads
","1","3","","3","","26","4","","19","","","","Copilot","yes"
"2024-11-19 11:31:40","2024-11-19 11:35:47","0","Anonymized","100","247","1","2024-11-19 11:35:48","R_64HPIi8Bs1GKrWv","","","","","Anonymized","Anonymized","anonymous","EN","1","670ff2e18c2f93beac6a6a72","2","5","","2","4","6","36","67","57","56","the company is more liable for the accident because it was designed to prevent accidents","1","1","","4","","32","1","","61","","","","Copilot","no"
"2024-11-19 11:33:20","2024-11-19 11:35:50","0","Anonymized","100","149","1","2024-11-19 11:35:50","R_5KunT7mj16E4iRj","","","","","Anonymized","Anonymized","anonymous","EN","1","67158fc2d3dcb39fb10908dc","2","5","","2","4","4","0","100","0","100","By law it's still ultimately the fault of the human driver.","1","1","","2","","27","4","","0","","","","Copilot","no"
"2024-11-19 11:30:36","2024-11-19 11:35:50","0","Anonymized","100","314","1","2024-11-19 11:35:51","R_5g1JQ8wsLUCHakB","","","","","Anonymized","Anonymized","anonymous","EN","1","65de2c6358e2556c9250dd6f","2","5","1","2","4","6","100","80","100","100","The company is selling a car with an Autopilot claiming it is safer than a human driver.  From what I've understood, there's no 'you still have to be paying attention' in its advertising.  The autopilot was on, the stop sign was there, if self-driving cars are actually viable & safe the car should have stopped.  This wasn't even a car pulling out unexpectedly in front of the autopiloted vehicle - it was a known stop sign.  The company is completely liable.  The human driver is liable in that he chose an autopilot vehicle and trusted it.","1","2","","3","","51","1","","40","","","","Autopilot","yes"
