"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","brand","att_1","att_2","model","long","purchase","drive","acceleration_3","smooth_3","ease_3","issues_3","comp_1","comp_2","automation","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","ai_knowledge_1","aware","used","workerID","hitID","assignmentId","projectId"
"2024-11-18 09:42:04","2024-11-18 09:47:56","0","Anonymized","100","351","1","2024-11-18 09:47:56","R_1gAWjV6zoehV1kO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:47:56","2024-11-18 09:48:22","0","Anonymized","100","26","1","2024-11-18 09:48:23","R_3E9Yzij6qP7JtF0","","","","","Anonymized","Anonymized","anonymous","EN","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:34:33","2024-11-18 09:48:48","0","Anonymized","100","855","1","2024-11-18 09:48:49","R_7ml7yAI01I7AGfn","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","model X 3","2","1","1","77","68","68","65","3","4","4","1","","3","","57","5","","80","2","2","","","",""
"2024-11-18 09:51:19","2024-11-18 09:52:40","0","Anonymized","100","81","1","2024-11-18 09:52:40","R_5dzEeCKg0K5xM3c","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:53:18","2024-11-18 09:53:47","0","Anonymized","100","29","1","2024-11-18 09:53:48","R_6ubzBlEp3iJ1w5j","","","","","Anonymized","Anonymized","anonymous","EN","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:53:28","2024-11-18 09:55:57","0","Anonymized","100","148","1","2024-11-18 09:55:57","R_1ruKstTQmvU0iBb","","","","","Anonymized","Anonymized","anonymous","EN","1","3,6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:58:00","2024-11-18 09:58:29","0","Anonymized","100","28","1","2024-11-18 09:58:30","R_3FCDVahtXAJqFoJ","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 09:52:36","2024-11-18 09:58:48","0","Anonymized","100","372","1","2024-11-18 09:58:49","R_1LjvohUhbrFYQ29","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","y","1","1","1","100","100","78","96","2","4","6","1","","1","","22","3","","87","2","2","","","",""
"2024-11-18 09:56:56","2024-11-18 10:00:31","0","Anonymized","100","214","1","2024-11-18 10:00:32","R_5DrYasHJ8Lh4g7f","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model Y","2","1","1","100","85","94","99","2","4","5","1","","2","","35","4","","65","2","2","","","",""
"2024-11-18 10:00:45","2024-11-18 10:01:16","0","Anonymized","100","30","1","2024-11-18 10:01:17","R_3fqUilATiqUxtU4","","","","","Anonymized","Anonymized","anonymous","EN","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:02:09","2024-11-18 10:02:53","0","Anonymized","100","44","1","2024-11-18 10:02:54","R_1diQsRPFpHg76mM","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:02:01","2024-11-18 10:03:00","0","Anonymized","100","58","1","2024-11-18 10:03:00","R_1hzh4SjJgl73Zpv","","","","","Anonymized","Anonymized","anonymous","EN","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:02:09","2024-11-18 10:03:27","0","Anonymized","100","78","1","2024-11-18 10:03:28","R_12mqQvneVFFmUYX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:03:05","2024-11-18 10:04:14","0","Anonymized","100","69","1","2024-11-18 10:04:14","R_39qfYmwnWFgLqbn","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:04:11","2024-11-18 10:05:38","0","Anonymized","100","87","1","2024-11-18 10:05:39","R_5saDM3qbEulPKyC","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:04:35","2024-11-18 10:06:47","0","Anonymized","100","132","1","2024-11-18 10:06:47","R_6ylNN1a4O8agshi","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:06:23","2024-11-18 10:07:07","0","Anonymized","100","44","1","2024-11-18 10:07:08","R_6odl4UoFdLOjGNV","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:06:20","2024-11-18 10:07:46","0","Anonymized","100","86","1","2024-11-18 10:07:47","R_6GCXsAfXH9ZpMc4","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:18:42","2024-11-18 10:21:41","0","Anonymized","100","178","1","2024-11-18 10:21:41","R_7yH811y3N2YsVX3","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:19:12","2024-11-18 10:21:42","0","Anonymized","100","150","1","2024-11-18 10:21:42","R_1exHYrSp59CGhhd","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:18:13","2024-11-18 10:24:11","0","Anonymized","100","357","1","2024-11-18 10:24:11","R_1QuOFTAnBVVtSIB","","","","","Anonymized","Anonymized","anonymous","EN","1","1,10","2","5","Model X","2","1","1","91","91","84","92","1","4","4","1","","1","","32","4","","80","2","2","","","",""
"2024-11-18 10:23:17","2024-11-18 10:26:17","0","Anonymized","100","180","1","2024-11-18 10:26:18","R_3QLjCkrh6gCWULz","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:26:13","2024-11-18 10:28:34","0","Anonymized","100","140","1","2024-11-18 10:28:34","R_7OT06fwCABqpWTo","","","","","Anonymized","Anonymized","anonymous","EN","1","1,10","2","5","Model y","1","2","2","87","97","34","50","2","4","3","1","","5","","36","4","","12","2","3","","","",""
"2024-11-18 10:28:37","2024-11-18 10:28:53","0","Anonymized","100","16","1","2024-11-18 10:28:53","R_3CBr1eUnehvhprX","","","","","Anonymized","Anonymized","anonymous","EN","1","2,3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:19:21","2024-11-18 10:30:38","0","Anonymized","100","677","1","2024-11-18 10:30:38","R_6DYnHpZcg0FWoYZ","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","1","1","100","100","100","90","2","4","5","1","","1","","40","4","","73","2","2","","","",""
"2024-11-18 10:28:15","2024-11-18 10:33:10","0","Anonymized","100","294","1","2024-11-18 10:33:10","R_1NEx42VVaNqQ9RY","","","","","Anonymized","Anonymized","anonymous","EN","1","10,11","2","5","3","2","1","1","100","100","90","0","1","4","5","1","","3","","35","3","","90","2","2","","","",""
"2024-11-18 10:31:13","2024-11-18 10:33:20","0","Anonymized","100","127","1","2024-11-18 10:33:20","R_5YlFpUIjdQTQfmI","","","","","Anonymized","Anonymized","anonymous","EN","1","10,11","2","5","Model 3","2","1","1","100","100","20","20","2","4","5","2","","3","","38","4","","64","2","2","","","",""
"2024-11-18 10:29:45","2024-11-18 10:33:38","0","Anonymized","100","233","1","2024-11-18 10:33:38","R_3WwowuIths2mNk4","","","","","Anonymized","Anonymized","anonymous","EN","1","10,11","2","5","3","2","1","1","100","100","75","100","2","1","5","1","","3","","46","7","","51","2","2","","","",""
"2024-11-18 10:33:50","2024-11-18 10:36:00","0","Anonymized","100","130","1","2024-11-18 10:36:01","R_7N6y9keJQ3Bz4BP","","","","","Anonymized","Anonymized","anonymous","EN","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:35:50","2024-11-18 10:38:36","0","Anonymized","100","165","1","2024-11-18 10:38:36","R_61dx6uPJR73pz4h","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","1","1","1","100","100","100","100","2","4","5","1","","3","","69","4","","87","2","2","","","",""
"2024-11-18 10:43:42","2024-11-18 10:44:20","0","Anonymized","100","37","1","2024-11-18 10:44:21","R_7iPsVgcInED5XME","","","","","Anonymized","Anonymized","anonymous","EN","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 10:46:45","2024-11-18 11:06:17","0","Anonymized","100","1171","1","2024-11-18 11:06:18","R_3chLerjP9SlYCvF","","","","","Anonymized","Anonymized","anonymous","EN","1","1,10","2","5","model 3","1","1","1","74","74","87","89","2","4","6","2","","1","","31","4","","88","2","3","","","",""
"2024-11-18 11:40:41","2024-11-18 11:41:14","0","Anonymized","100","33","1","2024-11-18 11:41:15","R_7dVcDKkcUuiNExr","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:41:12","2024-11-18 11:41:34","0","Anonymized","100","21","1","2024-11-18 11:41:35","R_7NkzqticiRnr0pb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:41:59","2024-11-18 11:42:52","0","Anonymized","100","53","1","2024-11-18 11:42:53","R_3WIoamHvqvP8qgV","","","","","Anonymized","Anonymized","anonymous","EN","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:41:02","2024-11-18 11:43:44","0","Anonymized","100","162","1","2024-11-18 11:43:45","R_1kdDYq2G2I5IWjN","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","S","2","1","1","85","67","70","88","2","4","5","1","","2","","32","7","","86","2","2","","","",""
"2024-11-18 11:43:07","2024-11-18 11:43:49","0","Anonymized","100","41","1","2024-11-18 11:43:49","R_3KycVUb0fYHZcQt","","","","","Anonymized","Anonymized","anonymous","EN","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:48:22","2024-11-18 11:49:05","0","Anonymized","100","43","1","2024-11-18 11:49:05","R_7w5tdrhoP9QLrjz","","","","","Anonymized","Anonymized","anonymous","EN","1","1,2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:42:17","2024-11-18 11:50:27","0","Anonymized","100","490","1","2024-11-18 11:50:27","R_3HIgBXEzczOc9r3","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","1","1","100","100","80","70","2","4","4","1","","3","","37","4","","70","2","3","","","",""
"2024-11-18 11:40:06","2024-11-18 11:50:29","0","Anonymized","100","622","1","2024-11-18 11:50:30","R_1JXtG7Viic4jVVT","","","","","Anonymized","Anonymized","anonymous","EN","1","6,11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:43:04","2024-11-18 11:50:30","0","Anonymized","100","446","1","2024-11-18 11:50:31","R_6pAQv7Spvmie4Hi","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","Model 3","2","2","1","69","59","91","40","2","4","4","2","","3","","42","5","","70","2","3","","","",""
"2024-11-18 11:44:57","2024-11-18 11:50:47","0","Anonymized","100","350","1","2024-11-18 11:50:48","R_50U7HnC4MRKZkRR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:50:12","2024-11-18 11:52:08","0","Anonymized","100","116","1","2024-11-18 11:52:09","R_3Vstzui3Lrk3Ufx","","","","","Anonymized","Anonymized","anonymous","EN","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:49:35","2024-11-18 11:54:19","0","Anonymized","100","284","1","2024-11-18 11:54:19","R_6xPkw4W2WcxF66C","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:54:19","2024-11-18 11:55:00","0","Anonymized","100","40","1","2024-11-18 11:55:00","R_6dyUTJ5FMkkF54z","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:56:54","2024-11-18 11:58:35","0","Anonymized","100","100","1","2024-11-18 11:58:35","R_3Bn7SanmIOTPD83","","","","","Anonymized","Anonymized","anonymous","EN","1","10,11","2","5","Model Y","2","1","1","100","100","100","100","2","4","5","1","","3","","42","4","","80","2","2","","","",""
"2024-11-18 11:59:57","2024-11-18 12:01:27","0","Anonymized","100","90","1","2024-11-18 12:01:28","R_7E4oY4p5w7nXxnY","","","","","Anonymized","Anonymized","anonymous","EN","1","4,11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:58:59","2024-11-18 12:03:13","0","Anonymized","100","254","1","2024-11-18 12:03:13","R_5QEg8TgOURH59Js","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","model 3","2","1","1","100","100","100","100","2","4","2","2","","3","","56","5","","83","2","2","","","",""
"2024-11-18 12:02:55","2024-11-18 12:04:44","0","Anonymized","100","109","1","2024-11-18 12:04:45","R_1nviYmpyUNYSRjj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 11:59:01","2024-11-18 12:04:59","0","Anonymized","100","357","1","2024-11-18 12:05:00","R_5fVvlzRq7Cmeiul","","","","","Anonymized","Anonymized","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 12:02:59","2024-11-18 12:06:43","0","Anonymized","100","223","1","2024-11-18 12:06:44","R_1rIzcQE0ybw74Ak","","","","","Anonymized","Anonymized","anonymous","EN","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 12:08:04","2024-11-18 12:09:16","0","Anonymized","100","72","1","2024-11-18 12:09:16","R_1eRruopXMDowOJ6","","","","","Anonymized","Anonymized","anonymous","EN","1","1,4,6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-11-18 12:02:54","2024-11-18 12:13:02","0","Anonymized","100","608","1","2024-11-18 12:13:03","R_560ItKUl0LEti4p","","","","","Anonymized","Anonymized","anonymous","EN","1","10","2","5","x","2","1","1","76","39","80","40","2","2","5","1","","2","","25","5","","70","2","2","","","",""
"2024-11-18 12:05:05","2024-11-18 12:13:14","0","Anonymized","100","488","1","2024-11-18 12:13:14","R_5qeDiTTOf49NWN0","","","","","Anonymized","Anonymized","anonymous","EN","1","2,10","2","5","Model Y","2","1","1","81","100","93","92","2","4","5","1","","1","","22","4","","86","2","2","","","",""
